iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.370494551551,1193,0.3704945515507125,0.0
1,0.300715990453,1257,0.3356052710020866,0.03488928054862592
2,0.383169934641,1224,0.35146015888156534,0.03625276362994741
3,0.330586080586,1092,0.34624163930769414,0.03267102680870711
4,0.303191489362,940,0.3376316093184958,0.03391824376125317
