iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.452565003514,1423,0.45256500351370343,0.0
1,0.437209302326,1505,0.4448871529196424,0.007677850594061009
2,0.456164383562,1460,0.44864622980030955,0.008219544461384771
3,0.454979536153,1466,0.4502295563884313,0.007628332230472857
4,0.451910408432,1518,0.45056572679717455,0.006856034150267571
