iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.556910569106,1476,0.556910569105691,0.0
1,0.564649243466,1454,0.5607799062859955,0.0038693371803044108
2,0.583333333333,1428,0.5682977153017749,0.011091261647744259
3,0.545092838196,1508,0.5624964960254027,0.013900521536319935
4,0.53931802366,1437,0.5578608015524029,0.015509295669802666
