iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.345410628019,1242,0.34541062801932365,0.0
1,0.300604229607,1324,0.3230074288132872,0.02240319920603645
2,0.285988483685,1042,0.31066778043726506,0.025281140543851405
3,0.305475504323,1041,0.30936971140864045,0.02200924805638982
4,0.324894514768,1185,0.31247467208049884,0.020641916652804043
