iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.32774049217,894,0.3277404921700224,0.0
1,0.327014218009,1055,0.3273773550897505,0.0003631370802718581
2,0.363090772693,1333,0.3392818276242248,0.016838077236058843
3,0.392156862745,969,0.3525005864044431,0.027144932949344492
4,0.381363244176,1159,0.3582731179587572,0.026884314944624062
