iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.328155339806,1030,0.32815533980582523,0.0
1,0.218223583461,1306,0.27318946163338736,0.05496587817243788
2,0.312204351939,1057,0.286194425068742,0.0485017868064811
3,0.280270956816,1181,0.28471355800562087,0.042082019846270684
4,0.326003824092,1046,0.2929716112228523,0.04110351429291714
