iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.471645919779,1446,0.47164591977869985,0.0
1,0.453145917001,1494,0.46239591839001926,0.009250001388680595
2,0.473612063057,1459,0.4661346332789756,0.009219417651648958
3,0.459849004804,1457,0.46456322616032986,0.008435413882806456
4,0.46174863388,1464,0.4640003077042202,0.007628399219515896
