iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.486725663717,1469,0.48672566371681414,0.0
1,0.488737201365,1465,0.48773143254100093,0.0010057688241867924
2,0.484952120383,1462,0.4868049951550129,0.0015462707003572466
3,0.473231989425,1513,0.48341174372250556,0.0060279084815321625
4,0.483113069016,1362,0.48335200878123497,0.005392848744607649
