iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.554393305439,1434,0.5543933054393305,0.0
1,0.560424028269,1415,0.5574086668539409,0.0030153614146103402
2,0.569381107492,1535,0.5613994803999128,0.006157498557956801
3,0.592259847961,1447,0.5691145722902594,0.014387634273844555
4,0.567385444744,1484,0.5687687467809945,0.012887264920446012
