iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.478882833787,1468,0.47888283378746593,0.0
1,0.492329149233,1434,0.48560599151019046,0.006723157722724499
2,0.462423832092,1477,0.4778786050374865,0.012229427756037609
3,0.467921896792,1434,0.4753894279761623,0.011434910789244265
4,0.484005563282,1438,0.4771126550373971,0.010792765809775937
