iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.471698113208,1484,0.4716981132075472,0.0
1,0.489203778677,1482,0.48045094594250504,0.00875283273495786
2,0.46049966239,1481,0.4738005180917623,0.011812328381256414
3,0.491356382979,1504,0.4781894843135026,0.012745093166654694
4,0.469632768362,1416,0.4764781411231184,0.011902298178186561
