iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.474457662701,1429,0.47445766270118966,0.0
1,0.466395112016,1473,0.4704263873587415,0.004031275342448182
2,0.477520435967,1468,0.47279107022826183,0.0046922884329389635
3,0.47625698324,1432,0.47365754848125224,0.0043319200987709345
4,0.459162663006,1457,0.47075857138623717,0.0069734280080456495
