iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.531857813548,1491,0.5318578135479544,0.0
1,0.458276333789,1462,0.495067073668642,0.036790739879312334
2,0.53606882859,1511,0.5087343253092071,0.0357205808378197
3,0.522378089512,1497,0.5121452663599949,0.03149402289481697
4,0.518802228412,1436,0.5134766587704471,0.028294685110137625
