iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.350463352991,1187,0.35046335299073295,0.0
1,0.318650421743,1067,0.3345568873669691,0.015906465623763855
2,0.207641196013,1204,0.2922516569157424,0.0612220723771755
3,0.306107431935,1359,0.2957156006706184,0.053358254550049895
4,0.231213872832,1038,0.2828152551029687,0.05425272643804598
