iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.565629228687,1478,0.5656292286874154,0.0
1,0.538658146965,1565,0.5521436878261359,0.013485540861279566
2,0.549152542373,1475,0.5511466393417177,0.011100814665662529
3,0.540414161657,1497,0.54846351992045,0.010677942412627732
4,0.557236842105,1520,0.5502181843574127,0.01017497678028216
