iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.519587628866,1455,0.5195876288659794,0.0
1,0.493715083799,1432,0.5066513563324311,0.01293627253354837
2,0.539136302294,1482,0.5174796716530198,0.01860294573642436
3,0.543788187373,1473,0.524056800582942,0.019731398010194887
4,0.52106741573,1424,0.5234589236124211,0.0176887614444001
