iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.315592903828,1071,0.31559290382819793,0.0
1,0.337068160598,1071,0.32633053221288516,0.010737628384687226
2,0.318394024276,1071,0.3236850295673825,0.009532146175607584
3,0.33893557423,1071,0.32749766573295985,0.010571420984336388
4,0.31746031746,1071,0.3254901960784314,0.010272472485135454
