iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.322308233638,1421,0.3223082336382829,0.0
1,0.279507603186,1381,0.30090791841219,0.021400315226092953
2,0.3012392755,1049,0.30101837077495225,0.01747398239191561
3,0.298985167838,1281,0.3005100700406209,0.01515850105994316
4,0.478830645161,992,0.33617418506475477,0.07260537531977952
