iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.464887640449,1424,0.4648876404494382,0.0
1,0.46764091858,1437,0.466264279514907,0.0013766390654687821
2,0.475534114404,1451,0.46935422447789116,0.0045120885584828616
3,0.481324876674,1419,0.47234688752684684,0.006491325268652637
4,0.450132978723,1504,0.46790410576615826,0.01061428669705057
