iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.549798115747,1486,0.5497981157469717,0.0
1,0.524438573316,1514,0.5371183445313459,0.012679771215625857
2,0.534867975626,1477,0.536368221562987,0.01040719787722556
3,0.524161073826,1490,0.5333164346286161,0.010448566227965788
4,0.53167115903,1484,0.5329873795088228,0.009368625196025215
