iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.589795918367,1470,0.5897959183673469,0.0
1,0.611899932387,1479,0.6008479253770473,0.011052007009700437
2,0.558782849239,1446,0.5868262333311252,0.021786393344386614
3,0.558379120879,1456,0.5797144552181241,0.022532584516715633
