iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.463414634146,1435,0.4634146341463415,0.0
1,0.453261600538,1487,0.4583381173421687,0.005076516804172759
2,0.464285714286,1456,0.4603206496566839,0.005004153341464754
3,0.481092436975,1428,0.46551359648621043,0.00998404994586554
4,0.486,1500,0.4696108771889683,0.012120059376339693
