iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.454545454545,1419,0.45454545454545453,0.0
1,0.48031496063,1397,0.4674302075876879,0.012884753042233354
2,0.489232839838,1486,0.4746977516712894,0.014707559325748513
3,0.487894350697,1363,0.47799690142771506,0.01396020749617565
4,0.467488021903,1461,0.47589512552273333,0.013174967267058786
