iteration,mse,total_samples,average_mse,standard_deviation
0,[0.9648193],1542,0.9648193120956421,0.0
1,[0.92644644],1436,0.9456328749656677,0.019186437129974365
2,[0.92626286],1516,0.9391762018203735,0.018132572056163615
3,[0.98127073],1507,0.9496998339891434,0.024058951122184778
4,[0.85722685],1464,0.9312052369117737,0.04279330540513022
