iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.51,1400,0.51,0.0
1,0.492392807746,1446,0.5011964038727524,0.00880359612724757
2,0.530160857909,1492,0.510851221884784,0.015430485784274285
3,0.541059602649,1510,0.5184033170758398,0.01869966160063642
4,0.532517707663,1553,0.5212261951931895,0.017652660950811406
