iteration,accuracy,total_samples,average_acc,standard_deviation
0,0.622484385843,1441,0.6224843858431645,0.0
1,0.620473537604,1436,0.6214789617238106,0.0010054241193538371
2,0.608310626703,1468,0.6170895167168728,0.006261658995642787
